id	GSM1248759_con	GSM1248760_con	GSM1248761_con	GSM1248762_con	GSM1248763_con	GSM1248764_con	GSM1248765_con	GSM1248766_con	GSM1248767_con	GSM1248768_con	GSM2627518_con	GSM2627519_con	GSM2627520_con	GSM2627521_con	GSM2627522_con	GSM2627523_con	GSM2627524_con	GSM2627525_con	GSM2627526_con	GSM2627527_con	GSM2627528_con	GSM2627529_con	GSM1248769_treat	GSM1248770_treat	GSM1248771_treat	GSM1248772_treat	GSM1248773_treat	GSM1248774_treat	GSM1248775_treat	GSM1248776_treat	GSM1248777_treat	GSM1248778_treat	GSM1248779_treat	GSM1248780_treat	GSM1248781_treat	GSM1248782_treat	GSM1248783_treat	GSM1248784_treat	GSM1248785_treat	GSM1248786_treat	GSM1248787_treat	GSM1248788_treat	GSM1248789_treat	GSM1248790_treat	GSM1248791_treat	GSM1248792_treat	GSM1248793_treat	GSM1248794_treat	GSM1248795_treat	GSM1248796_treat	GSM1248797_treat	GSM1248798_treat	GSM1248799_treat	GSM1248800_treat	GSM1248801_treat	GSM1248802_treat	GSM1248803_treat	GSM1248804_treat	GSM1248805_treat	GSM1248806_treat	GSM1248807_treat	GSM1248808_treat	GSM2627530_treat	GSM2627531_treat	GSM2627532_treat	GSM2627533_treat	GSM2627534_treat	GSM2627535_treat	GSM2627536_treat	GSM2627537_treat	GSM2627538_treat	GSM2627539_treat	GSM2627540_treat	GSM2627541_treat
HJURP	1.09496625	1.617932654	4.77941424	4.69688455	4.85838953	1.084401103	1.453093042	4.71607804	4.7328143201	4.7160780412	3.93192751	3.96419849	2.92736337	4.7388661	3.93643358	3.5807426	3.61902984	2.269671	2.66955948	5.1380315	2.209700172	4.29494844	2.60590293	2.53779268	1.25436571	2.48201785	1.48625917	1.711627926	1.3484365566	4.17495894	0.554291635	0.829066298	0.91118484	0.74808582	1.177828238	0.417364503	2.14900824	3.86790658	1.38539005	1.23140613	2.06059395	2.694220874	3.97515008	3.5691121	2.993317567	2.22572354	4.098438285	4.224876624	1.530855798	1.277815636	2.67352345	3.878219	3.059329388	4.28002891	3.3011296	2.95465619	3.517640389	4.16704323	3.710527457	3.230875646	4.4389450747	3.08889954	2.0288318	1.59097101	1.02584714	2.76379963	1.9497158	1.63147582	1.89758759	1.96857541	1.80393462	1.55327549	1.55738092	1.51543799
AREG	5.5664443	5.417736382	2.90456609	5.06530559	2.68113274	5.855999606	5.601191394	3.26875484	4.1441574511	2.4665997333	3.522681571	2.28803727	3.25980338	2.51743219	3.57856053	0.96091338	1.63378	3.499203	2.87351321	1.812789	3.327378471	1.54698968	-0.07613783	4.98667793	4.64676588	1.58265226	4.42465819	3.443217546	1.8228699491	1.1170337	0.883376514	1.031288465	1.6553779	1.13681862	1.934907046	3.867441592	1.74607269	3.60930679	2.97942437	1.118876329	0.70851362	1.509338022	0.80565252	3.38910964	3.846192593	2.42699083	0.951266688	1.200443873	1.160727794	1.770446285	2.02948346	1.67737683	2.075496133	1.0801758	2.29759418	2.8011832	1.603523412	1.25719171	3.515094574	1.941903123	1.6906737894	2.61131333	0.5926357	2.68530781	2.94299354	2.42330516	4.1508141	2.29848144	2.96376889	1.94138497	3.47736094	1.2510917	3.29798319	1.66966371
COL10A1	2.92579257	2.288448637	2.76547994	3.65116499	2.49465171	3.005456396	2.680136456	2.87307371	3.6950123867	2.5207527476	3.710167198	4.08504274	3.38005493	2.86147021	4.06173195	3.13575448	3.09866087	3.558607	4.63070051	2.664193	5.544341817	2.2994435	5.77040149	6.28898782	3.9675154	3.43533457	4.42252887	5.770401491	4.1296409897	1.01615513	3.484081962	3.25371111	3.73286821	3.79141162	4.855478007	4.331228487	3.4703638	2.8080957	5.68760362	3.679154686	2.73146441	6.288987825	5.04161072	6.43177024	4.056266315	5.29607093	4.435120398	6.005815419	2.601580323	1.818927282	5.74983692	5.83193474	2.312353101	5.4286846	4.45280313	3.91268143	2.619268562	5.95317759	5.253476299	5.965718967	6.7725192588	5.48260967	7.9375801	7.50529937	5.49084274	3.43981947	4.3208354	3.51586161	3.09173184	3.19887917	4.16491295	3.25906647	6.54055423	3.41736587
TMEM119	1.01700229	2.363512393	2.94146739	4.34350579	1.37033232	2.872835034	1.854731398	3.78692712	4.5138054928	1.5492904582	3.657294196	3.88786328	3.45149379	1.86731877	3.7314244	4.20541721	1.84860349	2.162084	3.68536212	2.4442072	2.974969071	4.91043779	4.21049373	3.39159575	3.53544166	3.32512512	3.26580351	4.103210846	2.1699499202	4.00275572	3.117159599	3.704963827	1.53650405	2.4411206	4.291488798	2.671936135	3.63580606	1.38782143	3.45511613	1.117494111	3.75075657	3.665946247	4.62549719	4.82660807	4.557577719	4.86444545	5.739310981	4.880446989	4.408827696	3.689131632	4.14565814	4.88832001	5.798710302	5.29283114	5.80618909	4.76118245	5.931149819	4.9894766	4.985804111	4.816785413	4.767059253	3.85124388	6.6271154	5.38207571	4.66554181	2.594534	3.7010508	4.26859702	4.10583002	4.16998843	3.28360587	2.62615582	6.29163446	2.7718828
CCNB2	1.07449218	1.226327047	4.41197852	4.26856039	4.35180139	1.24162445	1.356114039	4.33903811	4.2996341848	4.2805350627	2.761887299	3.58414852	2.07576407	4.56769101	2.99720337	3.60156484	2.78541556	2.007693	2.52302769	4.7343832	1.073692509	4.29008163	2.03044357	1.99760931	1.08817932	2.04710793	0.92877388	1.138219481	0.8915838108	3.22395428	0.376679134	0.917040038	0.85527155	0.9406452	1.129381008	0.771270988	1.57567125	3.37358118	1.18598468	1.1602094	1.98595462	2.291235857	3.29510201	3.28101928	2.582864083	1.89140063	3.88481606	3.792536087	1.414645917	0.923302662	2.21988774	3.39212955	2.552747507	3.71431961	2.72583994	2.35320274	2.89781129	3.72976825	3.293665208	2.947648019	3.8696660898	2.53456811	0.8994711	1.29582906	1.2489796	2.86557899	1.9199389	1.78635191	2.54107471	1.82644096	-1.06266067	1.64317769	1.80652589	2.32329751
NFE2	3.48192231	3.956804807	6.28242891	6.00920779	5.9334228	3.0786263	3.502889475	6.08957369	5.8769807487	5.8424321097	3.256213422	2.03832309	3.28067308	2.99633965	1.95809529	3.285114	3.18064437	2.32461	2.21258035	2.5453452	2.226692435	3.79567197	4.52238249	2.55864322	1.82956425	3.20636341	3.27550144	1.84983852	2.2725207973	6.08957369	2.728534618	2.837679248	1.98732316	2.65346736	1.852543285	1.987587297	1.81075343	5.90263697	1.38013413	1.148672938	4.71494877	0.952809868	2.06675511	2.32807921	2.576442996	2.41868838	2.201253517	1.596421157	1.746609977	2.74792763	2.06080198	2.05729706	1.940683903	1.80594417	2.99263898	2.39436077	2.800452371	2.14875573	2.012750463	1.736962436	1.7306296373	3.89749823	3.7288036	3.46576121	3.77132093	4.67288704	2.4616763	3.01280599	2.39117052	2.81591187	2.72419752	3.17493433	3.34678108	3.22419119
CCL3	2.87390992	3.241297545	2.62902274	5.00450826	5.05477191	3.274423506	3.058233246	2.80150164	3.181002613	4.5406221425	2.8027145	5.22963762	3.7262793	3.82797211	2.75915791	3.54307118	2.79591533	2.850872	3.00308584	3.8003369	3.278938089	3.62278638	5.64731962	8.89830521	7.21922461	4.79275924	7.99194825	4.536393427	7.2649814229	2.4981551	3.48729459	3.297882805	6.36835638	6.91434463	8.898305209	8.15407055	5.79373488	6.41238407	7.03443491	6.865139132	3.55348451	7.862147037	3.48689677	4.92842004	4.716040548	3.38152766	3.37222704	3.099433669	2.262075836	2.168670492	2.48387365	3.33245004	3.45084371	3.69673995	2.50521134	4.46155971	2.97225549	3.68367953	3.262629427	3.956225218	2.7776814806	4.81900809	5.834201	5.08809048	3.9042062	4.7205008	4.9657256	5.8023358	8.1129261	8.52930658	4.15304843	4.90828034	6.24004894	5.19145107
RNASE2	3.8606401	3.791191571	6.26040047	6.6280848	7.04055083	3.814692755	3.994345595	6.54775006	6.6280848006	6.8940556126	3.552084713	2.90884843	3.54183765	2.79975977	2.71623468	2.54285872	3.48959442	3.026766	3.18077382	3.0485167	3.780038129	2.29074849	4.91056463	2.96282861	2.68968224	3.73202131	2.29951954	2.32964254	2.5574646527	5.4329914	1.734921625	2.588179543	1.86955459	2.7277041	2.426150378	2.321891751	2.2397599	5.84671217	2.4622273	2.400225551	3.98076829	2.295488103	2.54201929	3.15340069	3.18805759	2.70886277	3.247087043	2.305984536	3.203057221	2.421110181	2.16257718	3.3468507	2.345705906	2.6198831	3.23921207	3.00536214	3.219471132	2.45674567	2.668047644	2.70300457	3.4982511872	4.52698275	4.5674714	3.68055059	2.82991402	3.96710764	3.6365011	4.60298723	3.57610707	3.83886068	3.61199104	4.02903595	3.80930025	3.94790156
RETN	4.31905746	4.586121974	5.89848944	5.83987469	7.11050519	4.007247776	4.18718567	6.00671626	5.957766166	6.8387189328	4.447956758	2.94484426	4.41730004	4.47024406	3.60121688	3.39035897	2.93680948	3.390814	3.41260158	3.217585	4.01243561	2.86219755	6.15047754	3.07573359	1.9400131	4.53748823	1.9959487	1.263985147	5.1536282931	5.4309371	1.750277484	2.974566039	1.91982223	4.69861998	3.863604027	2.070144027	4.39206815	6.59949324	2.2132235	3.423202768	3.3527462	1.290800218	6.4001784	1.7696538	1.971814193	2.12955471	2.486267128	3.0766858	1.890327011	2.030348243	2.25056231	4.25790508	4.136294409	3.640335	2.49219356	2.4102458	2.955393673	3.28487735	1.909399717	3.330573608	2.1771930666	4.93467695	3.7401312	4.37058925	4.12138633	4.20178742	3.0582838	3.14010703	3.95699354	3.9291162	3.72625908	2.86585728	3.76344387	3.04879534
HIST1H3B	2.85893476	3.257468621	5.90835828	5.74896219	5.49458317	3.201067855	3.249789514	6.11207119	5.8321868434	5.3540547982	4.079314208	5.07714807	3.59812498	4.88780566	4.42669552	4.71671756	4.72596585	3.935767	3.70994741	6.1578148	2.226878728	5.74588091	4.32037045	3.62574791	3.39012402	3.67686254	2.51471172	3.015882243	3.1696164973	4.60731976	2.530231115	2.1661882	2.08927733	2.59530943	2.501540006	1.957764063	4.25853628	5.79522991	1.48011007	1.928307817	2.02080874	3.496097351	4.85867488	4.67001546	4.18918075	3.68916732	5.426101067	4.929910795	2.986121638	4.166752865	3.03763664	3.36892102	3.822285264	3.39958995	4.41922447	4.52928393	5.879696848	6.47692457	3.268015045	2.859736876	3.7850402795	4.60843136	3.9345803	4.39357092	3.18252759	2.75875564	3.4596197	3.7947668	2.92925703	3.05434685	1.98177709	1.95351024	4.71849947	2.56069423
PRSS35	-2.25130607	0.304833941	0.52392111	2.85180225	-0.79356326	1.413127854	-0.127860506	1.77893169	3.0093098968	-0.5799543456	2.004963048	1.32411014	-0.36456758	1.55566254	1.17354113	1.63845279	1.81376468	1.593682	1.76138255	1.7714639	2.284763064	0.85082581	2.5835638	1.6193446	1.68698622	1.93817944	1.28483269	1.234723983	-0.1449027623	2.31495894	0.719850788	1.658392694	0.06307612	0.38671323	2.336659433	0.070023461	1.38453479	-0.79356326	2.90023977	-0.220067647	3.04423682	3.005100702	2.04286707	2.9685135	2.267852245	2.96554564	4.415274805	2.693452246	2.495370247	2.136924249	3.36740976	3.88785393	4.659939152	4.51480939	3.18178622	2.3139989	3.735277249	2.54189039	4.331891692	4.400746131	3.3348498155	2.03038806	5.928362	1.89086227	2.02137788	1.83528931	1.3367294	1.46701427	1.39087386	1.8431437	1.49879269	1.97584832	5.98646562	1.53462096
OPCML	0.99460394	0.873087222	3.45886383	0.88883887	0.12537524	1.944793206	0.542828351	3.43857721	2.1065287263	0.3142481107	3.399706477	2.79266161	3.24752574	3.51897635	2.19250505	3.16296563	3.93079502	1.670943	-0.03220443	1.9526827	1.125223939	1.61266929	4.7801844	3.92223923	2.09049403	2.41206423	2.61375988	2.827464773	1.9004802776	3.18207499	0.994603935	1.621113655	1.09487542	0.36812345	3.2631324	-0.730268476	2.59901034	1.6528385	3.50703103	1.046888863	2.8747763	2.098368436	3.6678246	3.69749511	3.682366279	4.51837282	3.755586773	4.324892452	3.482364506	3.552649431	5.4759268	3.16632775	3.872677581	3.12640643	3.63024329	4.09729553	2.610020913	3.31951855	4.389398714	5.66046313	5.719826364	2.87863645	4.1809202	3.41945004	2.0768203	3.01342173	2.6289437	3.59238648	3.50684134	2.55951516	3.16718913	3.67532786	1.69274181	3.33505335
CEACAM8	4.65051244	5.084578199	8.31495874	7.42333553	6.45307526	4.425982609	4.748130274	7.97528909	7.4919782211	6.3462575551	3.480722669	4.19519881	3.86335703	3.09656231	4.13300808	3.0432536	3.1189657	4.214486	6.09708313	3.2612451	4.779937667	1.75425222	6.61135081	2.4696386	1.9594151	4.91055473	2.55153614	1.570395026	2.6611316602	7.49197822	2.158896226	3.776062411	2.61502988	4.20172707	3.2797971	3.548179607	3.5825873	7.84815447	3.99442909	2.635230534	6.82966604	2.362146791	2.89323769	2.52024261	2.460864091	3.7289409	2.974081588	2.728666935	1.927641458	3.261821339	3.42435846	2.81364878	2.969070639	2.64853627	2.6038472	3.12382104	2.90251252	2.85982469	2.569748966	2.829929317	2.5496628994	5.71942035	4.301137	2.99169762	3.94569509	3.40603207	5.2473978	4.13409086	4.22056407	4.03954495	4.59228555	4.59615223	5.10287436	3.49179389
CYP4F3	2.98025059	3.814059341	5.4049657	5.1393022	4.46108003	2.815013307	2.806590957	5.32421846	5.1393021975	4.3436911483	3.534028413	2.88166365	1.02154837	2.9743476	3.31228592	3.95344069	1.19350353	2.302496	1.85353848	3.4921587	4.068228902	1.70542401	3.8525786	2.57277074	1.39231595	4.79039812	1.82620038	1.444604514	1.5532490116	6.15876931	1.338980718	2.827528014	1.87266972	2.85907022	1.101798786	1.341436618	1.77918302	6.11403056	1.29282074	2.154543795	5.05294831	3.199423549	1.87888295	1.31913563	0.827175842	1.38192247	2.111935524	1.460758554	2.624874361	1.571546683	1.37604584	0.96259752	1.346611382	1.26565038	2.22076132	1.96611881	2.239551086	2.14961059	1.021734579	2.028082934	1.2213930663	4.0385952	2.4214186	2.05526209	2.13155044	3.10649555	3.4429131	2.08779558	3.04055967	1.12688952	3.4625577	2.95143254	1.5899126	2.98278252
PF4	3.78612504	3.071280477	5.91067772	5.86876804	6.49843575	3.513153447	3.352998458	5.88886449	5.8888644909	6.7695814984	2.762431737	2.14543294	3.03071778	3.17098681	2.85239214	4.16885144	2.37630102	2.478015	2.80639103	2.798226	4.001849785	5.31107308	4.94859199	2.85856631	2.53865216	3.40539853	3.78369505	2.471795943	3.3566705875	5.98026418	2.82350575	2.93021371	3.04630484	2.37009028	2.877462469	1.955092167	2.53544286	5.56338731	2.92733324	2.931869491	5.67276353	1.590494074	2.5733365	1.6318026	2.525499196	2.76880608	2.266764491	1.861662385	2.2702744	3.553857901	2.32189517	1.85246643	2.452102317	2.11188054	3.02274753	2.60307306	2.376408291	2.52659209	3.118249484	1.859313602	1.9291704872	3.30338226	3.1663385	3.84162716	4.69483256	3.77178717	3.1501789	3.11611425	3.58655088	3.17951522	3.73636882	2.85727056	4.34828578	1.88377284
MATN4	1.71690367	2.462243155	1.63959159	2.95662359	2.00968815	1.676357891	2.423401253	1.04406009	3.0623075875	2.280749618	4.183613058	3.52258625	4.0897356	4.24796569	3.91377829	3.70938367	3.53082966	3.947903	3.45470966	3.6074627	4.941269238	3.43071722	4.36073279	2.5549774	2.51741031	3.62800949	2.95423756	4.57418014	1.9670318524	2.91938071	2.094147718	3.10339143	5.84815558	2.24914448	7.492947165	1.56836072	2.96901482	2.87881161	3.48560021	6.827622017	4.19481036	3.967074674	7.09561965	6.51366863	4.74245744	4.40810167	4.463058823	5.651139019	3.836848463	2.953039778	6.47299487	6.04736003	3.827889018	4.74245744	6.22637564	3.36158641	2.004816314	6.6158125	5.675963541	6.350969625	5.9077701614	5.40598835	3.707234	4.74873133	4.82276144	4.21526611	3.215552	2.96272439	4.21633266	4.00975722	3.96974537	3.7419566	3.8732474	3.280561
THBS4	4.14050058	2.852681744	2.67962586	2.75590693	2.51603961	3.460224093	2.668124947	2.54825668	3.7839894957	2.1983720152	4.08568385	3.1718295	4.0015914	3.55001922	2.62243367	4.1846022	4.81355093	3.272389	2.73324271	3.7637252	2.382483091	4.09032039	4.74093719	2.12378528	3.02851294	2.93065607	2.70582331	6.14969676	2.119417574	4.39837661	-0.080573616	4.182988744	1.78005345	2.39283529	4.634905608	1.674575519	3.83574201	4.57928615	3.9540279	4.43417632	3.36265342	1.822015429	5.27465598	5.18576528	6.601169378	5.68661862	7.148216105	5.305176163	5.012640991	4.048233555	6.54042777	4.69315423	5.827065503	5.51315244	4.9094149	4.36171163	3.975940266	4.60250875	6.468326911	6.719837514	6.6707824284	5.32406222	4.0370333	6.08690023	3.23613104	3.45710834	3.9831017	5.44675977	5.05444148	5.27993153	4.71209915	4.46926479	3.84884937	5.23826141
TYMS	0.54710321	0.901767458	4.42125111	4.17735053	4.46061998	1.392906068	1.071455998	4.30840038	4.2351334364	4.3929045486	2.382437266	3.62259396	3.06054982	4.05806354	3.09251489	3.91741937	4.041709	3.154964	2.96059932	4.9256562	1.472002511	4.59613944	2.60898833	2.51189865	1.33111386	2.75378782	1.66665328	1.365059471	1.2636834358	2.84549901	0.475176819	0.035032205	0.79176173	0.24303529	1.563886128	0.76449304	1.36895119	2.64264882	1.28167008	1.097738271	2.11532813	2.118719188	3.24172943	3.92955416	2.630620878	2.29502824	4.30133361	4.175354053	1.076696038	0.547103206	2.11803777	4.07850836	2.962826487	4.86107192	2.57821075	2.7885158	2.97410947	3.99211206	3.960239473	3.425359124	4.5243929453	2.6797314	2.2243682	1.63567224	0.4281318	0.61785672	3.0438907	3.21457647	1.43588623	0.74820053	1.33720718	0.37791524	2.17666288	0.33013538
AHSP	4.0511573	4.208539227	8.39850728	7.45149165	4.4795035	3.630191402	3.969564158	8.0090875	7.517704122	4.5151644392	4.66367229	3.32775003	3.1318677	3.67552903	3.47774262	4.51981374	3.86681833	3.838032	5.03155629	3.1753647	3.963854964	1.94120015	5.50231297	2.43156833	3.09521209	4.72168951	3.05334379	2.446902089	2.8350523808	7.45149165	2.80860586	3.239275636	3.1036781	3.80847188	2.354647757	3.134287381	2.56127477	7.45149165	2.58984548	3.013809009	5.61963645	1.555109313	2.39459474	2.7666981	3.041572288	3.39401731	3.121454159	3.03048107	3.364120856	3.442296903	3.36357219	3.62616125	2.421192627	3.08225498	2.92865199	3.04157229	2.884049576	2.90848009	2.396961745	2.183045814	2.4211926274	4.86825313	4.1399171	5.07874545	3.33840207	5.32750801	3.3533208	2.98368999	2.90593769	3.7266954	2.53547844	3.87369809	4.71116431	3.90527987
TIMP4	4.32732013	4.558600101	3.01013678	3.17151581	3.94420883	4.055821174	4.588435597	2.98011326	1.2813474143	3.9575024922	0.061378732	-0.13603513	2.40629861	2.9217558	1.37357744	4.97613348	4.69478339	4.185536	2.03791664	4.2175791	1.408354279	5.79895286	2.59119195	4.14854125	4.19625552	4.39931669	2.8127425	2.299808242	4.3557580545	3.1900213	3.551682891	1.437489732	2.19635961	2.5040757	2.753944448	3.870025721	3.74035393	3.34262227	1.97118333	3.10081167	4.09127972	3.285912139	0.39413038	2.16639399	0.015849116	1.0245481	1.337974249	0.111153937	1.873489773	0.953619827	-0.59791146	0.73720643	1.583463375	0.63800183	0.45201681	2.43863782	2.141994848	0.23072572	0.377922805	1.142863717	-0.1061145083	1.44697537	0.1154895	2.16928312	2.51314415	2.1711703	3.0885873	2.37758579	0.13426881	0.97217554	2.19385932	1.18304435	2.86471295	2.18638023
EGR1	3.22885476	3.584501915	4.15960321	5.69065608	3.11789301	3.985918441	3.483544736	3.6786771	4.2640048284	3.3263310348	2.4471757	3.89382927	4.7229191	4.32571507	2.41344501	4.84523158	4.40728734	3.266447	3.66709378	4.7273105	0.207762928	5.30354935	5.10971953	8.38014269	9.09250426	4.80001074	7.38570078	5.250608393	5.8223782562	3.72600597	2.648991024	3.11445187	6.56538524	6.15294196	7.195349418	7.482248755	4.94942419	6.55035359	4.90874692	5.678635467	3.25599276	7.385700782	3.64591432	5.9749666	5.688213161	4.15183058	3.47025427	3.404666694	2.031713625	4.113097441	3.39123054	2.9348765	3.186516364	3.63391495	3.68646083	5.39613701	3.356989374	3.53633924	3.839320694	3.896998721	3.0314484301	5.07902553	5.5213507	4.8579827	3.47367886	5.26224786	5.3207944	6.01382065	7.16308911	7.330593	4.05164227	5.31515843	5.72947399	6.20719137
NPY1R	0.69085638	1.149386105	2.9169292	3.04115444	0.94155292	1.287720954	0.874234815	2.73044204	1.4012477587	0.935888513	1.604104511	1.65632176	1.55181255	1.89425857	1.81639684	1.39214324	1.34825716	1.295214	1.23903163	1.7099031	1.713048319	0.23283366	3.64975639	3.81151995	4.80913656	5.1767946	3.66620329	2.961574585	6.1391915885	3.75878131	4.192911973	1.955043358	4.39673958	5.27023141	2.881293236	4.942419909	4.68305908	3.80697257	3.47658925	4.695352796	5.5775478	3.417293511	0.44429304	1.35234466	0.228568913	1.34347047	1.088463077	0.005215346	2.00894164	2.039460335	1.11728473	0.68718699	1.942072374	0.8270316	-0.16603736	2.51001336	1.515734168	0.35685205	0.558682919	1.766140071	0.6629624765	0.81866693	1.4892999	3.43545423	3.12019959	0.36409059	5.1210968	4.84588292	1.50111947	3.95949253	2.43517997	4.98042289	4.12621449	4.18526954
HIST1H2AI	1.83145141	2.293542423	5.44894168	5.36648111	5.36648111	3.115125539	2.37451756	5.54737502	5.4345737499	5.1361500822	3.618365035	4.38763274	3.3019087	3.86324432	3.43790916	4.01924834	4.28957316	3.397439	3.38243151	5.2210012	0.670794347	4.74721663	4.15798499	2.9735646	2.30533973	2.96601135	1.59547754	2.407862866	2.5588565529	4.44940812	1.813514627	0.542882117	1.30780341	1.76367362	1.524448462	0.391804015	3.46053998	5.24640695	0.04710352	0.833264297	1.62206135	2.769433213	4.29155085	3.97081473	3.185437391	2.79279097	5.123740156	4.350532839	2.412697907	2.561057298	2.24883543	2.9579325	2.988601	3.41169873	4.15655363	4.08776396	5.422876204	5.86991078	3.001188262	2.811303674	3.6146336848	3.46355222	3.3917731	3.85719746	2.54135575	2.7700881	2.6298472	2.98921441	2.13819187	2.39435908	1.80214611	2.0356954	4.14112731	0.94143763
QRFPR	1.32089433	0.151569763	1.98267638	0.86820067	-0.58631182	1.892512859	1.117242701	2.09781623	1.867109221	-0.6040131284	1.868967469	0.53228314	1.61891311	1.3919007	1.38658005	0.70929578	2.18297729	0.7856069	0.74592413	1.8700458	1.195968467	1.32832556	3.23096514	4.70703175	3.18223738	-1.37098265	2.96684487	3.622914082	0.8848034152	3.02002164	2.169594739	2.393022236	-1.59725947	-0.89043143	2.665134533	2.731814657	2.78815027	1.35072865	3.21282453	1.095428702	1.65946153	1.404332678	3.3379104	3.31792694	2.563816985	3.30635069	1.63265901	2.479771341	-0.143461275	3.867101786	-0.35889495	3.07179292	2.706507456	2.23710549	0.93330319	3.28434142	1.595308795	2.10492211	3.681026048	2.55386813	2.8153112806	1.66071308	2.9497346	1.50704264	6.27544299	2.57913365	0.8472868	1.63323604	1.23706358	1.81936066	1.76926656	1.59339233	5.59697005	1.97079733
RHAG	2.52571368	2.387478783	6.9517945	6.2736585	4.04339368	2.509141829	4.011888	6.46074504	6.2283614407	4.0591695607	2.837027668	2.45782576	2.57666913	2.24698564	3.27091586	3.16576991	2.55784925	3.113263	2.38401102	2.3699163	3.358192884	2.08866135	4.21478547	1.37905598	0.68759661	3.75690135	2.49195182	1.151833589	0.9908201132	5.87942908	1.580154708	2.864280375	2.58669135	2.67155654	1.380834312	2.298643994	1.40295045	5.56601734	2.87915822	2.601369536	3.82367474	2.288182011	2.60517257	0.46517629	2.268981776	3.21167614	1.823888529	1.833202797	2.353390726	3.173573267	2.32799602	2.15030355	1.340347876	1.42302265	3.20293147	1.45600585	2.328436918	1.73702986	2.196786591	1.414676655	1.1872378913	3.57243644	3.0733861	2.46394265	4.04477667	0.16361158	6.8434434	4.40154357	1.33274086	2.80793425	1.54532437	2.10819058	2.05567436	3.32590763
AMTN	2.79948519	2.770807213	2.14622609	2.70271479	1.75083958	3.286538966	2.284491346	1.99399481	1.7694874257	1.6459342595	0.711603558	4.71031653	3.62975713	5.1302413	1.59158106	3.72140311	2.75818591	2.782976	3.59695419	5.1674634	2.258477342	4.04109712	1.39989034	2.52532872	2.20944441	2.45767955	3.07815629	7.418099747	2.2826178906	3.64454288	2.644212497	5.013030248	2.34552314	4.72594444	4.069738999	4.041209355	3.46391728	2.60598023	3.48058188	2.720583918	3.17575167	1.025311383	3.55798417	4.11095971	4.609995561	5.70885557	5.799770371	4.239408102	3.756271692	5.099248079	4.60999556	5.65227864	4.77011535	6.3908254	1.9604137	5.70885557	2.801706391	6.05948527	5.190750297	2.467444128	6.44152464	4.3697891	0.7651873	5.26963719	3.07500031	3.57414186	6.3685527	5.9956123	2.82322774	2.61087082	4.27946251	3.74310102	3.46987807	4.06462177
OLFM4	3.4928449	3.916418927	5.10999135	5.10999135	2.80390295	3.297452636	3.387691709	5.2327526	5.2479395697	2.8196589728	-0.502685795	2.29509667	0.24937305	3.52309159	3.40924621	3.47009394	0.33239072	4.94011	4.37966232	4.085374	2.657861452	-0.21738744	3.99932891	4.02443334	3.45401047	3.37326706	2.03586461	2.189480152	3.4565827767	5.40468079	2.562798945	2.488707953	2.53348298	2.79575638	0.797215277	1.370214968	1.99364491	5.87653333	3.00583091	1.219087423	5.08078796	2.653898213	0.78036412	1.85380796	0.301315087	0.66631196	-0.016744876	-0.016744876	1.15085365	1.79111204	1.18900764	0.04843448	-0.533385718	0.46751468	-3.4108868	1.98362626	1.764932352	-0.6556586	0.153294636	0.048434475	0.2858565154	3.39446186	0.1662556	2.40119455	3.72066983	3.27331797	3.4054147	2.8642308	2.52954202	-0.06713312	-0.38755102	1.42241389	5.22332119	-0.30967402
